Periodo,Dominio,Pilar,Indicador,Score,Pilar_Geom,Pilar_Aritm,Penalizacion_Deseq,Es_Cuello_Botella,Es_Fortaleza,Dispersion
2017Q1,Sociedades Inclusivas,1. Seguridad,SEG_BAL,38.82582999045425,40.981032505771935,41.04084961571104,0.05981710993910383,True,False,4.430039250513573
2017Q1,Sociedades Inclusivas,1. Seguridad,SEG_CRI,43.255869240967826,40.981032505771935,41.04084961571104,0.05981710993910383,False,True,4.430039250513573
2017Q2,Sociedades Inclusivas,1. Seguridad,SEG_BAL,40.84457929376546,42.414988452592006,42.445178320730804,0.030189868138798204,True,False,3.201198053930675
2017Q2,Sociedades Inclusivas,1. Seguridad,SEG_CRI,44.04577734769614,42.414988452592006,42.445178320730804,0.030189868138798204,False,True,3.201198053930675
2017Q3,Sociedades Inclusivas,1. Seguridad,SEG_BAL,39.63170388562139,42.077820067978934,42.15330867673091,0.07548860875197505,True,False,5.043209582219035
2017Q3,Sociedades Inclusivas,1. Seguridad,SEG_CRI,44.674913467840426,42.077820067978934,42.15330867673091,0.07548860875197505,False,True,5.043209582219035
2017Q4,Sociedades Inclusivas,1. Seguridad,SEG_BAL,39.17811864682888,41.91090341614226,42.00621315603448,0.09530973989221536,True,False,5.65618901841119
2017Q4,Sociedades Inclusivas,1. Seguridad,SEG_CRI,44.83430766524007,41.91090341614226,42.00621315603448,0.09530973989221536,False,True,5.65618901841119
2018Q1,Sociedades Inclusivas,1. Seguridad,SEG_BAL,44.95395403283402,45.39016750242996,45.39228391460273,0.002116412172767923,True,False,0.8766597635374112
2018Q1,Sociedades Inclusivas,1. Seguridad,SEG_CRI,45.83061379637143,45.39016750242996,45.39228391460273,0.002116412172767923,False,True,0.8766597635374112
2018Q2,Sociedades Inclusivas,1. Seguridad,SEG_BAL,45.64628136288139,44.835002761642514,44.84221225329415,0.007209491651636313,False,True,1.608138219174478
2018Q2,Sociedades Inclusivas,1. Seguridad,SEG_CRI,44.03814314370691,44.835002761642514,44.84221225329415,0.007209491651636313,True,False,1.608138219174478
2018Q3,Sociedades Inclusivas,1. Seguridad,SEG_BAL,45.127464185331576,44.52351387751841,44.52755527426973,0.004041396751318871,False,True,1.1998178221236913
2018Q3,Sociedades Inclusivas,1. Seguridad,SEG_CRI,43.927646363207884,44.52351387751841,44.52755527426973,0.004041396751318871,True,False,1.1998178221236913
2018Q4,Sociedades Inclusivas,1. Seguridad,SEG_BAL,45.61461588996364,44.68546791151945,44.69493106218951,0.009463150670057985,False,True,1.8393696555482606
2018Q4,Sociedades Inclusivas,1. Seguridad,SEG_CRI,43.77524623441538,44.68546791151945,44.69493106218951,0.009463150670057985,True,False,1.8393696555482606
2019Q1,Sociedades Inclusivas,1. Seguridad,SEG_BAL,46.9818855176333,45.09819015283224,45.13595266691908,0.03776251408684317,False,True,3.6918657014284406
2019Q1,Sociedades Inclusivas,1. Seguridad,SEG_CRI,43.29001981620486,45.09819015283224,45.13595266691908,0.03776251408684317,True,False,3.6918657014284406
2019Q2,Sociedades Inclusivas,1. Seguridad,SEG_BAL,48.524182981117725,46.35789747738112,46.40625267468064,0.04835519729951443,False,True,4.235860612874177
2019Q2,Sociedades Inclusivas,1. Seguridad,SEG_CRI,44.28832236824355,46.35789747738112,46.40625267468064,0.04835519729951443,True,False,4.235860612874177
2019Q3,Sociedades Inclusivas,1. Seguridad,SEG_BAL,45.468718174131254,44.15832561916155,44.17720814672196,0.018882527560407425,False,True,2.58302005481859
2019Q3,Sociedades Inclusivas,1. Seguridad,SEG_CRI,42.885698119312664,44.15832561916155,44.17720814672196,0.018882527560407425,True,False,2.58302005481859
2019Q4,Sociedades Inclusivas,1. Seguridad,SEG_BAL,45.92429012432299,44.53039767674731,44.551551364154875,0.02115368740756196,False,True,2.745477520336223
2019Q4,Sociedades Inclusivas,1. Seguridad,SEG_CRI,43.17881260398676,44.53039767674731,44.551551364154875,0.02115368740756196,True,False,2.745477520336223
2020Q1,Sociedades Inclusivas,1. Seguridad,SEG_BAL,54.61367108221682,50.649438392562445,50.79331391407854,0.14387552151609384,False,True,7.640714336276552
2020Q1,Sociedades Inclusivas,1. Seguridad,SEG_CRI,46.972956745940266,50.649438392562445,50.79331391407854,0.14387552151609384,True,False,7.640714336276552
2020Q2,Sociedades Inclusivas,1. Seguridad,SEG_BAL,81.15073726897265,71.57908971544326,72.14357279946823,0.564483084024971,False,True,18.014328939008834
2020Q2,Sociedades Inclusivas,1. Seguridad,SEG_CRI,63.136408329963814,71.57908971544326,72.14357279946823,0.564483084024971,True,False,18.014328939008834
2020Q3,Sociedades Inclusivas,1. Seguridad,SEG_BAL,59.11606660133827,52.61224795747212,52.97001581470758,0.35776785723545856,False,True,12.29210157326137
2020Q3,Sociedades Inclusivas,1. Seguridad,SEG_CRI,46.8239650280769,52.61224795747212,52.97001581470758,0.35776785723545856,True,False,12.29210157326137
2020Q4,Sociedades Inclusivas,1. Seguridad,SEG_BAL,64.86418922689153,57.93331828076003,58.30360713077479,0.3702888500147665,False,True,13.121164192233472
2020Q4,Sociedades Inclusivas,1. Seguridad,SEG_CRI,51.743025034658054,57.93331828076003,58.30360713077479,0.3702888500147665,True,False,13.121164192233472
2021Q1,Sociedades Inclusivas,1. Seguridad,SEG_BAL,66.61173759320265,58.537297250154545,59.02667486744174,0.48937761728719664,False,True,15.170125451521812
2021Q1,Sociedades Inclusivas,1. Seguridad,SEG_CRI,51.441612141680835,58.537297250154545,59.02667486744174,0.48937761728719664,True,False,15.170125451521812
2021Q2,Sociedades Inclusivas,1. Seguridad,SEG_BAL,64.03683528960313,56.3297888114164,56.793573171998084,0.46378436058168404,False,True,14.486524235210098
2021Q2,Sociedades Inclusivas,1. Seguridad,SEG_CRI,49.550311054393035,56.3297888114164,56.793573171998084,0.46378436058168404,True,False,14.486524235210098
2021Q3,Sociedades Inclusivas,1. Seguridad,SEG_BAL,56.944912627352615,51.92382175133323,52.145187914016006,0.2213661626827772,False,True,9.59944942667321
2021Q3,Sociedades Inclusivas,1. Seguridad,SEG_CRI,47.345463200679404,51.92382175133323,52.145187914016006,0.2213661626827772,True,False,9.59944942667321
2021Q4,Sociedades Inclusivas,1. Seguridad,SEG_BAL,53.862971813316406,48.189208780895775,48.488037325481436,0.29882854458566044,False,True,10.74986897566994
2021Q4,Sociedades Inclusivas,1. Seguridad,SEG_CRI,43.113102837646466,48.189208780895775,48.488037325481436,0.29882854458566044,True,False,10.74986897566994
2022Q1,Sociedades Inclusivas,1. Seguridad,SEG_BAL,51.71981997237343,45.22763611065941,45.63510515557115,0.40746904491174263,False,True,12.169429633604551
2022Q1,Sociedades Inclusivas,1. Seguridad,SEG_CRI,39.55039033876888,45.22763611065941,45.63510515557115,0.40746904491174263,True,False,12.169429633604551
2022Q2,Sociedades Inclusivas,1. Seguridad,SEG_BAL,50.46391240781185,43.99282740428516,44.40772727158503,0.41489986729987294,False,True,12.112370272453632
2022Q2,Sociedades Inclusivas,1. Seguridad,SEG_CRI,38.351542135358216,43.99282740428516,44.40772727158503,0.41489986729987294,True,False,12.112370272453632
2022Q3,Sociedades Inclusivas,1. Seguridad,SEG_BAL,49.03275545495779,42.306009645881694,42.76742680223026,0.46141715634856695,False,True,12.530657305455051
2022Q3,Sociedades Inclusivas,1. Seguridad,SEG_CRI,36.502098149502736,42.306009645881694,42.76742680223026,0.46141715634856695,True,False,12.530657305455051
2022Q4,Sociedades Inclusivas,1. Seguridad,SEG_BAL,49.27089722082821,42.040542277388916,42.57105862229949,0.5305163449105734,False,True,13.399677197057443
2022Q4,Sociedades Inclusivas,1. Seguridad,SEG_CRI,35.87122002377077,42.040542277388916,42.57105862229949,0.5305163449105734,True,False,13.399677197057443
2023Q1,Sociedades Inclusivas,1. Seguridad,SEG_BAL,45.52934824186858,39.36667045939117,39.783748661882505,0.4170782024913322,False,True,11.491199159972155
2023Q1,Sociedades Inclusivas,1. Seguridad,SEG_CRI,34.03814908189643,39.36667045939117,39.783748661882505,0.4170782024913322,True,False,11.491199159972155
2023Q2,Sociedades Inclusivas,1. Seguridad,SEG_BAL,48.118420237141756,40.41276842536161,41.02975740330148,0.6169889779398687,False,True,14.177325667680549
2023Q2,Sociedades Inclusivas,1. Seguridad,SEG_CRI,33.94109456946121,40.41276842536161,41.02975740330148,0.6169889779398687,True,False,14.177325667680549
2023Q3,Sociedades Inclusivas,1. Seguridad,SEG_BAL,47.3060735369584,39.49633462556488,40.140987809647925,0.6446531840830474,False,True,14.330171454620952
2023Q3,Sociedades Inclusivas,1. Seguridad,SEG_CRI,32.97590208233745,39.49633462556488,40.140987809647925,0.6446531840830474,True,False,14.330171454620952
2023Q4,Sociedades Inclusivas,1. Seguridad,SEG_BAL,46.273972551405784,36.746961073103,37.727684606260695,0.9807235331576933,False,True,17.092575890290185
2023Q4,Sociedades Inclusivas,1. Seguridad,SEG_CRI,29.1813966611156,36.746961073103,37.727684606260695,0.9807235331576933,True,False,17.092575890290185
2024Q1,Sociedades Inclusivas,1. Seguridad,SEG_BAL,48.768396850749696,40.00101310180805,40.78909537193525,0.7880822701271981,False,True,15.958602957628898
2024Q1,Sociedades Inclusivas,1. Seguridad,SEG_CRI,32.8097938931208,40.00101310180805,40.78909537193525,0.7880822701271981,True,False,15.958602957628898
2024Q2,Sociedades Inclusivas,1. Seguridad,SEG_BAL,48.36823737095869,39.8889969816357,40.63222767896824,0.7432306973325424,False,True,15.472019383980893
2024Q2,Sociedades Inclusivas,1. Seguridad,SEG_CRI,32.896217986977796,39.8889969816357,40.63222767896824,0.7432306973325424,True,False,15.472019383980893
2024Q3,Sociedades Inclusivas,1. Seguridad,SEG_BAL,49.823549533811516,42.1576181922144,42.747364445582015,0.5897462533676148,False,True,14.152370176459002
2024Q3,Sociedades Inclusivas,1. Seguridad,SEG_CRI,35.671179357352514,42.1576181922144,42.747364445582015,0.5897462533676148,True,False,14.152370176459002
2024Q4,Sociedades Inclusivas,1. Seguridad,SEG_BAL,50.691713526324044,40.70119919018571,41.68568333717312,0.9844841469874055,False,True,18.01206037830186
2024Q4,Sociedades Inclusivas,1. Seguridad,SEG_CRI,32.67965314802218,40.70119919018571,41.68568333717312,0.9844841469874055,True,False,18.01206037830186
2025Q1,Sociedades Inclusivas,1. Seguridad,SEG_BAL,51.2424408096565,41.152574175732674,42.145944193649385,0.9933700179167104,False,True,18.192993232014224
2025Q1,Sociedades Inclusivas,1. Seguridad,SEG_CRI,33.049447577642276,41.152574175732674,42.145944193649385,0.9933700179167104,True,False,18.192993232014224
2025Q2,Sociedades Inclusivas,1. Seguridad,SEG_BAL,52.693390362960756,41.55559031467846,42.73268851486103,1.17709820018257,False,True,19.921403696199448
2025Q2,Sociedades Inclusivas,1. Seguridad,SEG_CRI,32.77198666676131,41.55559031467846,42.73268851486103,1.17709820018257,True,False,19.921403696199448
2025Q3,Sociedades Inclusivas,1. Seguridad,SEG_BAL,53.56269323743261,42.20730531070073,43.41098670882406,1.2036813981233294,False,True,20.3034130572171
2025Q3,Sociedades Inclusivas,1. Seguridad,SEG_CRI,33.25928018021551,42.20730531070073,43.41098670882406,1.2036813981233294,True,False,20.3034130572171
2025Q4,Sociedades Inclusivas,1. Seguridad,SEG_BAL,53.09772838220208,42.11791886637285,43.25314838255968,1.1352295161868327,False,True,19.689159999284797
2025Q4,Sociedades Inclusivas,1. Seguridad,SEG_CRI,33.40856838291728,42.11791886637285,43.25314838255968,1.1352295161868327,True,False,19.689159999284797
2017Q1,Sociedades Inclusivas,2. Libertad,LIB_ODI,85.26730822114973,77.02738806340695,77.42552590557901,0.39813784217206205,False,True,15.68356463114145
2017Q1,Sociedades Inclusivas,2. Libertad,LIB_SEX,69.58374359000828,77.02738806340695,77.42552590557901,0.39813784217206205,True,False,15.68356463114145
2017Q2,Sociedades Inclusivas,2. Libertad,LIB_ODI,86.1717388933215,77.90690687550494,78.30325171640041,0.3963448408954662,False,True,15.736974353842172
2017Q2,Sociedades Inclusivas,2. Libertad,LIB_SEX,70.43476453947933,77.90690687550494,78.30325171640041,0.3963448408954662,True,False,15.736974353842172
2017Q3,Sociedades Inclusivas,2. Libertad,LIB_ODI,86.45873901049784,77.9607307212557,78.37836429832686,0.41763357707115745,False,True,16.160749424341944
2017Q3,Sociedades Inclusivas,2. Libertad,LIB_SEX,70.2979895861559,77.9607307212557,78.37836429832686,0.41763357707115745,True,False,16.160749424341944
2017Q4,Sociedades Inclusivas,2. Libertad,LIB_ODI,85.87666500691313,76.4622787423762,76.97831338770601,0.5160346453298104,False,True,17.796703238414224
2017Q4,Sociedades Inclusivas,2. Libertad,LIB_SEX,68.0799617684989,76.4622787423762,76.97831338770601,0.5160346453298104,True,False,17.796703238414224
2018Q1,Sociedades Inclusivas,2. Libertad,LIB_ODI,84.89556051837003,76.80653760664833,77.1919069432004,0.38536933655205985,False,True,15.407307150339278
2018Q1,Sociedades Inclusivas,2. Libertad,LIB_SEX,69.48825336803075,76.80653760664833,77.1919069432004,0.38536933655205985,True,False,15.407307150339278
2018Q2,Sociedades Inclusivas,2. Libertad,LIB_ODI,82.92402841503066,72.21509673720112,72.90658037513083,0.6914836379297071,False,True,20.03489607979968
2018Q2,Sociedades Inclusivas,2. Libertad,LIB_SEX,62.88913233523098,72.21509673720112,72.90658037513083,0.6914836379297071,True,False,20.03489607979968
2018Q3,Sociedades Inclusivas,2. Libertad,LIB_ODI,82.19271200229852,72.59134973130352,73.15214250242117,0.5607927711176472,False,True,18.0811389997547
2018Q3,Sociedades Inclusivas,2. Libertad,LIB_SEX,64.11157300254382,72.59134973130352,73.15214250242117,0.5607927711176472,True,False,18.0811389997547
