Periodo,Dominio,Score,IPA27_Geom,IPA27_Aritm,Penalizacion_Deseq,Es_Cuello_Botella
2016Q1,Sociedades Inclusivas,62.50008584073609,31.391017370257433,38.66164328702118,7.270625916763745,False
2016Q1,Economías Abiertas,41.582789316005886,31.391017370257433,38.66164328702118,7.270625916763745,False
2016Q1,Personas Empoderadas,11.90205470432155,31.391017370257433,38.66164328702118,7.270625916763745,True
2016Q2,Sociedades Inclusivas,61.276633304165436,31.211302365783727,38.33084196411449,7.119539598330764,False
2016Q2,Economías Abiertas,41.86352992054259,31.211302365783727,38.33084196411449,7.119539598330764,False
2016Q2,Personas Empoderadas,11.852362667635449,31.211302365783727,38.33084196411449,7.119539598330764,True
2016Q3,Sociedades Inclusivas,60.73168359055762,30.709118239477878,37.54980420532278,6.8406859658449015,False
2016Q3,Economías Abiertas,39.99479096539536,30.709118239477878,37.54980420532278,6.8406859658449015,False
2016Q3,Personas Empoderadas,11.922938060015342,30.709118239477878,37.54980420532278,6.8406859658449015,True
2016Q4,Sociedades Inclusivas,60.593960373229876,31.271891981258598,38.26565915795325,6.993767176694654,False
2016Q4,Economías Abiertas,42.260399172853816,31.271891981258598,38.26565915795325,6.993767176694654,False
2016Q4,Personas Empoderadas,11.942617927776071,31.271891981258598,38.26565915795325,6.993767176694654,True
2017Q1,Sociedades Inclusivas,57.10560422357627,30.303307907222013,36.66908296733271,6.3657750601107,False
2017Q1,Economías Abiertas,41.02311256379476,30.303307907222013,36.66908296733271,6.3657750601107,False
2017Q1,Personas Empoderadas,11.878532114627104,30.303307907222013,36.66908296733271,6.3657750601107,True
2017Q2,Sociedades Inclusivas,59.566369145460705,30.507540127828918,37.171623594599446,6.664083466770528,False
2017Q2,Economías Abiertas,40.045100979381445,30.507540127828918,37.171623594599446,6.664083466770528,False
2017Q2,Personas Empoderadas,11.903400658956167,30.507540127828918,37.171623594599446,6.664083466770528,True
2017Q3,Sociedades Inclusivas,60.11322429511737,31.319889585176025,38.209708727708055,6.88981914253203,False
2017Q3,Economías Abiertas,42.486667922973886,31.319889585176025,38.209708727708055,6.88981914253203,False
2017Q3,Personas Empoderadas,12.029233965032901,31.319889585176025,38.209708727708055,6.88981914253203,True
2017Q4,Sociedades Inclusivas,58.3001002607073,30.55445808760928,36.95008087454665,6.39562278693737,False
2017Q4,Economías Abiertas,40.456141500635454,30.55445808760928,36.95008087454665,6.39562278693737,False
2017Q4,Personas Empoderadas,12.094000862297209,30.55445808760928,36.95008087454665,6.39562278693737,True
2018Q1,Sociedades Inclusivas,59.13092877853537,31.19273130039555,37.94363626468432,6.750904964288772,False
2018Q1,Economías Abiertas,42.671621438922564,31.19273130039555,37.94363626468432,6.750904964288772,False
2018Q1,Personas Empoderadas,12.028358576595023,31.19273130039555,37.94363626468432,6.750904964288772,True
2018Q2,Sociedades Inclusivas,59.744529566519596,31.436656008409617,38.328468097256334,6.8918120888467165,False
2018Q2,Economías Abiertas,43.20503016990653,31.436656008409617,38.328468097256334,6.8918120888467165,False
2018Q2,Personas Empoderadas,12.035844555342882,31.436656008409617,38.328468097256334,6.8918120888467165,True
2018Q3,Sociedades Inclusivas,57.24165788662523,31.15379228329136,37.655494650215864,6.501702366924505,False
2018Q3,Economías Abiertas,43.613194240363235,31.15379228329136,37.655494650215864,6.501702366924505,False
2018Q3,Personas Empoderadas,12.111631823659117,31.15379228329136,37.655494650215864,6.501702366924505,True
2018Q4,Sociedades Inclusivas,56.88483710932541,30.204057510098227,36.31585031090348,6.111792800805251,False
2018Q4,Economías Abiertas,39.93232388323308,30.204057510098227,36.31585031090348,6.111792800805251,False
2018Q4,Personas Empoderadas,12.130389940151959,30.204057510098227,36.31585031090348,6.111792800805251,True
2019Q1,Sociedades Inclusivas,56.197004658357216,31.859778934691487,37.45176326245703,5.591984327765541,False
2019Q1,Economías Abiertas,42.67291842411342,31.859778934691487,37.45176326245703,5.591984327765541,False
2019Q1,Personas Empoderadas,13.48536670490046,31.859778934691487,37.45176326245703,5.591984327765541,True
2019Q2,Sociedades Inclusivas,58.376399837002104,32.663662029116,39.869133299156985,7.205471270040988,False
2019Q2,Economías Abiertas,49.063595781634916,32.663662029116,39.869133299156985,7.205471270040988,False
2019Q2,Personas Empoderadas,12.167404278833923,32.663662029116,39.869133299156985,7.205471270040988,True
2019Q3,Sociedades Inclusivas,62.06303789355772,33.75628518794228,40.32368636636175,6.567401178419466,False
2019Q3,Economías Abiertas,45.19466574325678,33.75628518794228,40.32368636636175,6.567401178419466,False
2019Q3,Personas Empoderadas,13.713355462270746,33.75628518794228,40.32368636636175,6.567401178419466,True
2019Q4,Sociedades Inclusivas,61.62770312892766,33.97535789597235,40.59480826330035,6.619450367328,False
2019Q4,Economías Abiertas,46.45909194558833,33.97535789597235,40.59480826330035,6.619450367328,False
2019Q4,Personas Empoderadas,13.697629715385077,33.97535789597235,40.59480826330035,6.619450367328,True
2020Q1,Sociedades Inclusivas,66.72416968136625,33.044762602306484,40.72957986652524,7.684817264218758,False
2020Q1,Economías Abiertas,42.84170296638397,33.044762602306484,40.72957986652524,7.684817264218758,False
2020Q1,Personas Empoderadas,12.62286695182552,33.044762602306484,40.72957986652524,7.684817264218758,True
2020Q2,Sociedades Inclusivas,70.43559028155842,31.86532926212074,39.93837355264873,8.073044290527989,False
2020Q2,Economías Abiertas,36.94594878112595,31.86532926212074,39.93837355264873,8.073044290527989,False
2020Q2,Personas Empoderadas,12.43358159526181,31.86532926212074,39.93837355264873,8.073044290527989,True
2020Q3,Sociedades Inclusivas,61.39233302563002,28.88572968454367,35.024790080674684,6.139060396131015,False
2020Q3,Economías Abiertas,31.030312128203615,28.88572968454367,35.024790080674684,6.139060396131015,False
2020Q3,Personas Empoderadas,12.651725088190412,28.88572968454367,35.024790080674684,6.139060396131015,True
2020Q4,Sociedades Inclusivas,64.69520399358528,31.512150279469047,38.517985247812625,7.005834968343578,False
2020Q4,Economías Abiertas,38.1952997932096,31.512150279469047,38.517985247812625,7.005834968343578,False
2020Q4,Personas Empoderadas,12.663451956642996,31.512150279469047,38.517985247812625,7.005834968343578,True
2021Q1,Sociedades Inclusivas,62.82627380440317,32.08234928877906,39.02923775360463,6.946888464825577,False
2021Q1,Economías Abiertas,41.63843282491207,32.08234928877906,39.02923775360463,6.946888464825577,False
2021Q1,Personas Empoderadas,12.62300663149866,32.08234928877906,39.02923775360463,6.946888464825577,True
2021Q2,Sociedades Inclusivas,59.308148268703,32.01411787624024,38.583394143592464,6.5692762673522225,False
2021Q2,Economías Abiertas,43.81556843993334,32.01411787624024,38.583394143592464,6.5692762673522225,False
2021Q2,Personas Empoderadas,12.626465722141061,32.01411787624024,38.583394143592464,6.5692762673522225,True
2021Q3,Sociedades Inclusivas,59.2441893191827,32.407515011523834,39.09433292836482,6.686817916840987,False
2021Q3,Economías Abiertas,45.37862235055897,32.407515011523834,39.09433292836482,6.686817916840987,False
2021Q3,Personas Empoderadas,12.660187115352784,32.407515011523834,39.09433292836482,6.686817916840987,True
2021Q4,Sociedades Inclusivas,55.07603727608316,34.470877127329935,39.39166183847252,4.920784711142588,False
2021Q4,Economías Abiertas,47.41374997247722,34.470877127329935,39.39166183847252,4.920784711142588,False
2021Q4,Personas Empoderadas,15.685198266857169,34.470877127329935,39.39166183847252,4.920784711142588,True
2022Q1,Sociedades Inclusivas,56.52471954148774,37.32253785649485,42.8220575456906,5.4995196891957505,False
2022Q1,Economías Abiertas,55.313217786575215,37.32253785649485,42.8220575456906,5.4995196891957505,False
2022Q1,Personas Empoderadas,16.62823530900882,37.32253785649485,42.8220575456906,5.4995196891957505,True
2022Q2,Sociedades Inclusivas,61.472257713676356,38.764353592935876,42.61544553377707,3.8510919408411937,False
2022Q2,Economías Abiertas,45.588407799881885,38.764353592935876,42.61544553377707,3.8510919408411937,False
2022Q2,Personas Empoderadas,20.78567108777298,38.764353592935876,42.61544553377707,3.8510919408411937,True
2022Q3,Sociedades Inclusivas,60.471903975521165,36.543541967126,39.41678346293378,2.8732414958077825,False
2022Q3,Economías Abiertas,34.14073834026368,36.543541967126,39.41678346293378,2.8732414958077825,False
2022Q3,Personas Empoderadas,23.637708073016487,36.543541967126,39.41678346293378,2.8732414958077825,True
2022Q4,Sociedades Inclusivas,59.564279874815064,37.090800220937474,40.99785864654662,3.9070584256091436,False
2022Q4,Economías Abiertas,43.927369500813995,37.090800220937474,40.99785864654662,3.9070584256091436,False
2022Q4,Personas Empoderadas,19.50192656401079,37.090800220937474,40.99785864654662,3.9070584256091436,True
2023Q1,Sociedades Inclusivas,58.17344967132014,36.4814327034256,40.75110232047877,4.269669617053175,False
2023Q1,Economías Abiertas,45.8939203190584,36.4814327034256,40.75110232047877,4.269669617053175,False
2023Q1,Personas Empoderadas,18.185936971057775,36.4814327034256,40.75110232047877,4.269669617053175,True
2023Q2,Sociedades Inclusivas,57.66985467886072,36.39139812515616,40.644061743744345,4.252663618588187,False
2023Q2,Economías Abiertas,46.15677128132165,36.39139812515616,40.644061743744345,4.252663618588187,False
2023Q2,Personas Empoderadas,18.10555927105065,36.39139812515616,40.644061743744345,4.252663618588187,True
2023Q3,Sociedades Inclusivas,55.16649273037196,35.357891990731694,39.017817892705224,3.65992590197353,False
2023Q3,Economías Abiertas,43.4422827574877,35.357891990731694,39.017817892705224,3.65992590197353,False
