Periodo,Año,Trimestre,Region,Categoria,Valor
2023-Q3,2023,3,AND,12.-Estafas informÃ¡ticas,51363.0
2023-Q3,2023,3,AND,13.-Otros ciberdelitos,6213.0
2023-Q3,2023,3,AND,III. TOTAL INFRACCIONES PENALES,308078.0
2023-Q2,2023,2,ESP,I. CRIMINALIDAD CONVENCIONAL,972640.0
2023-Q2,2023,2,ESP,1. Homicidios dolosos y asesinatos consumados,177.0
2023-Q2,2023,2,ESP,2. Homicidios dolosos y asesinatos en grado tentativa,639.0
2023-Q2,2023,2,ESP,3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,12708.0
2023-Q2,2023,2,ESP,4. Secuestro,65.0
2023-Q2,2023,2,ESP,5. Delitos contra la libertad sexual,9560.0
2023-Q2,2023,2,ESP,5.1.-AgresiÃ³n sexual con penetraciÃ³n,2307.0
2023-Q2,2023,2,ESP,5.2.-Resto de delitos contra la libertad sexual,7253.0
2023-Q2,2023,2,ESP,6. Robos con violencia e intimidaciÃ³n,31146.0
2023-Q2,2023,2,ESP,"7. Robos con fuerza en domicilios, establecimientos y otras instalaciones",59534.0
2023-Q2,2023,2,ESP,7.1.-Robos con fuerza en domicilios,40341.0
2023-Q2,2023,2,ESP,8. Hurtos,325006.0
2023-Q2,2023,2,ESP,9. Sustracciones de vehÃ­culos,15898.0
2023-Q2,2023,2,ESP,10. TrÃ¡fico de drogas,10598.0
2023-Q2,2023,2,ESP,11. Resto de criminalidad convencional,507309.0
2023-Q2,2023,2,ESP,II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),217679.0
2023-Q2,2023,2,ESP,12.-Estafas informÃ¡ticas,195769.0
2023-Q2,2023,2,ESP,13.-Otros ciberdelitos,21910.0
2023-Q2,2023,2,ESP,III. TOTAL INFRACCIONES PENALES,1190319.0
2023-Q2,2023,2,AND,I. CRIMINALIDAD CONVENCIONAL,163980.0
2023-Q2,2023,2,AND,1. Homicidios dolosos y asesinatos consumados,43.0
2023-Q2,2023,2,AND,2. Homicidios dolosos y asesinatos en grado tentativa,133.0
2023-Q2,2023,2,AND,3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,2429.0
2023-Q2,2023,2,AND,4. Secuestro,22.0
2023-Q2,2023,2,AND,5. Delitos contra la libertad sexual,1571.0
2023-Q2,2023,2,AND,5.1.-AgresiÃ³n sexual con penetraciÃ³n,298.0
2023-Q2,2023,2,AND,5.2.-Resto de delitos contra la libertad sexual,1273.0
2023-Q2,2023,2,AND,6. Robos con violencia e intimidaciÃ³n,3624.0
2023-Q2,2023,2,AND,"7. Robos con fuerza en domicilios, establecimientos y otras instalaciones",9650.0
2023-Q2,2023,2,AND,7.1.-Robos con fuerza en domicilios,6508.0
2023-Q2,2023,2,AND,8. Hurtos,47228.0
2023-Q2,2023,2,AND,9. Sustracciones de vehÃ­culos,2917.0
2023-Q2,2023,2,AND,10. TrÃ¡fico de drogas,2528.0
2023-Q2,2023,2,AND,11. Resto de criminalidad convencional,93835.0
2023-Q2,2023,2,AND,II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),36023.0
2023-Q2,2023,2,AND,12.-Estafas informÃ¡ticas,31972.0
2023-Q2,2023,2,AND,13.-Otros ciberdelitos,4051.0
2023-Q2,2023,2,AND,III. TOTAL INFRACCIONES PENALES,200003.0
2023-Q1,2023,1,ESP,I. CRIMINALIDAD CONVENCIONAL,480906.0
2023-Q1,2023,1,ESP,1. Homicidios dolosos y asesinatos consumados,84.0
2023-Q1,2023,1,ESP,2. Homicidios dolosos y asesinatos en grado tentativa,279.0
2023-Q1,2023,1,ESP,3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,5698.0
2023-Q1,2023,1,ESP,4. Secuestro,34.0
2023-Q1,2023,1,ESP,5. Delitos contra la libertad sexual,4303.0
2023-Q1,2023,1,ESP,5.1.-AgresiÃ³n sexual con penetraciÃ³n,1021.0
2023-Q1,2023,1,ESP,5.2.-Resto de delitos contra la libertad sexual,3282.0
2023-Q1,2023,1,ESP,6. Robos con violencia e intimidaciÃ³n,15458.0
2023-Q1,2023,1,ESP,"7. Robos con fuerza en domicilios, establecimientos y otras instalaciones",31984.0
2023-Q1,2023,1,ESP,7.1.-Robos con fuerza en domicilios,21541.0
2023-Q1,2023,1,ESP,8. Hurtos,163476.0
2023-Q1,2023,1,ESP,9. Sustracciones de vehÃ­culos,7870.0
2023-Q1,2023,1,ESP,10. TrÃ¡fico de drogas,4901.0
2023-Q1,2023,1,ESP,11. Resto de criminalidad convencional,246819.0
2023-Q1,2023,1,ESP,II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),107879.0
2023-Q1,2023,1,ESP,12.-Estafas informÃ¡ticas,96561.0
2023-Q1,2023,1,ESP,13.-Otros ciberdelitos,11318.0
2023-Q1,2023,1,ESP,III. TOTAL INFRACCIONES PENALES,588785.0
2023-Q1,2023,1,AND,I. CRIMINALIDAD CONVENCIONAL,79848.0
2023-Q1,2023,1,AND,1. Homicidios dolosos y asesinatos consumados,22.0
2023-Q1,2023,1,AND,2. Homicidios dolosos y asesinatos en grado tentativa,66.0
2023-Q1,2023,1,AND,3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,1072.0
2023-Q1,2023,1,AND,4. Secuestro,12.0
2023-Q1,2023,1,AND,5. Delitos contra la libertad sexual,723.0
2023-Q1,2023,1,AND,5.1.-AgresiÃ³n sexual con penetraciÃ³n,127.0
2023-Q1,2023,1,AND,5.2.-Resto de delitos contra la libertad sexual,596.0
2023-Q1,2023,1,AND,6. Robos con violencia e intimidaciÃ³n,1763.0
2023-Q1,2023,1,AND,"7. Robos con fuerza en domicilios, establecimientos y otras instalaciones",4946.0
2023-Q1,2023,1,AND,7.1.-Robos con fuerza en domicilios,3310.0
2023-Q1,2023,1,AND,8. Hurtos,23042.0
2023-Q1,2023,1,AND,9. Sustracciones de vehÃ­culos,1355.0
2023-Q1,2023,1,AND,10. TrÃ¡fico de drogas,1125.0
2023-Q1,2023,1,AND,11. Resto de criminalidad convencional,45722.0
2023-Q1,2023,1,AND,II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),17747.0
2023-Q1,2023,1,AND,12.-Estafas informÃ¡ticas,15720.0
2023-Q1,2023,1,AND,13.-Otros ciberdelitos,2027.0
2023-Q1,2023,1,AND,III. TOTAL INFRACCIONES PENALES,97595.0
2022-Q4,2022,4,ESP,I. CRIMINALIDAD CONVENCIONAL,1949852.0
2022-Q4,2022,4,ESP,1. Homicidios dolosos y asesinatos consumados,325.0
2022-Q4,2022,4,ESP,2. Homicidios dolosos y asesinatos en grado tentativa,1208.0
2022-Q4,2022,4,ESP,3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,26422.0
2022-Q4,2022,4,ESP,4. Secuestro,85.0
2022-Q4,2022,4,ESP,5. Delitos contra la libertad sexual,17389.0
2022-Q4,2022,4,ESP,5.1.-AgresiÃ³n sexual con penetraciÃ³n,2870.0
2022-Q4,2022,4,ESP,5.2.-Resto de delitos contra la libertad sexual,14519.0
2022-Q4,2022,4,ESP,6. Robos con violencia e intimidaciÃ³n,63711.0
2022-Q4,2022,4,ESP,"7. Robos con fuerza en domicilios, establecimientos y otras instalaciones",120676.0
2022-Q4,2022,4,ESP,7.1.-Robos con fuerza en domicilios,86308.0
2022-Q4,2022,4,ESP,8. Hurtos,642579.0
2022-Q4,2022,4,ESP,9. Sustracciones de vehÃ­culos,30982.0
2022-Q4,2022,4,ESP,10. TrÃ¡fico de drogas,19014.0
2022-Q4,2022,4,ESP,11. Resto de criminalidad convencional,1027461.0
2022-Q4,2022,4,ESP,II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),375506.0
2022-Q4,2022,4,ESP,12.-Estafas informÃ¡ticas,336778.0
2022-Q4,2022,4,ESP,13.-Otros ciberdelitos,38728.0
2022-Q4,2022,4,ESP,III. TOTAL INFRACCIONES PENALES,2325358.0
2022-Q4,2022,4,AND,I. CRIMINALIDAD CONVENCIONAL,322544.0
2022-Q4,2022,4,AND,1. Homicidios dolosos y asesinatos consumados,74.0
2022-Q4,2022,4,AND,2. Homicidios dolosos y asesinatos en grado tentativa,283.0
2022-Q4,2022,4,AND,3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,4836.0
2022-Q4,2022,4,AND,4. Secuestro,22.0
2022-Q4,2022,4,AND,5. Delitos contra la libertad sexual,2666.0
2022-Q4,2022,4,AND,5.1.-AgresiÃ³n sexual con penetraciÃ³n,378.0
2022-Q4,2022,4,AND,5.2.-Resto de delitos contra la libertad sexual,2288.0
2022-Q4,2022,4,AND,6. Robos con violencia e intimidaciÃ³n,7360.0
2022-Q4,2022,4,AND,"7. Robos con fuerza en domicilios, establecimientos y otras instalaciones",18734.0
2022-Q4,2022,4,AND,7.1.-Robos con fuerza en domicilios,13242.0
2022-Q4,2022,4,AND,8. Hurtos,89115.0
2022-Q4,2022,4,AND,9. Sustracciones de vehÃ­culos,5625.0
2022-Q4,2022,4,AND,10. TrÃ¡fico de drogas,4608.0
2022-Q4,2022,4,AND,11. Resto de criminalidad convencional,189221.0
2022-Q4,2022,4,AND,II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),56996.0
2022-Q4,2022,4,AND,12.-Estafas informÃ¡ticas,49432.0
2022-Q4,2022,4,AND,13.-Otros ciberdelitos,7564.0
2022-Q4,2022,4,AND,III. TOTAL INFRACCIONES PENALES,379540.0
2022-Q3,2022,3,ESP,1.-Homicidios dolosos y asesinatos consumados,237.0
2022-Q3,2022,3,ESP,2.-Homicidios dolosos y asesinatos en grado tentativa,868.0
2022-Q3,2022,3,ESP,3.-Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,20076.0
2022-Q3,2022,3,ESP,4.-Secuestro,55.0
2022-Q3,2022,3,ESP,5.-Delitos contra la libertad e indemnidad sexual,14674.0
2022-Q3,2022,3,ESP,5.1.-AgresiÃ³n sexual con penetraciÃ³n,1942.0
2022-Q3,2022,3,ESP,5.2.-Resto de delitos contra la libertad e indemnidad sexual,12732.0
2022-Q3,2022,3,ESP,6.-Robos con violencia e intimidaciÃ³n,47293.0
2022-Q3,2022,3,ESP,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",88320.0
2022-Q3,2022,3,ESP,7.1.-Robos con fuerza en domicilios,63407.0
2022-Q3,2022,3,ESP,8.-Hurtos,477934.0
2022-Q3,2022,3,ESP,9.-Sustracciones de vehÃ­culos,22913.0
2022-Q3,2022,3,ESP,10.-TrÃ¡fico de drogas,14361.0
2022-Q3,2022,3,ESP,Resto de infracciones penales,1047894.0
2022-Q3,2022,3,ESP,TOTAL INFRACCIONES PENALES,1734625.0
2022-Q3,2022,3,AND,1.-Homicidios dolosos y asesinatos consumados,58.0
2022-Q3,2022,3,AND,2.-Homicidios dolosos y asesinatos en grado tentativa,207.0
2022-Q3,2022,3,AND,3.-Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,3668.0
2022-Q3,2022,3,AND,4.-Secuestro,13.0
2022-Q3,2022,3,AND,5.-Delitos contra la libertad e indemnidad sexual,2401.0
2022-Q3,2022,3,AND,5.1.-AgresiÃ³n sexual con penetraciÃ³n,257.0
2022-Q3,2022,3,AND,5.2.-Resto de delitos contra la libertad e indemnidad sexual,2144.0
2022-Q3,2022,3,AND,6.-Robos con violencia e intimidaciÃ³n,5496.0
2022-Q3,2022,3,AND,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",14117.0
2022-Q3,2022,3,AND,7.1.-Robos con fuerza en domicilios,10102.0
2022-Q3,2022,3,AND,8.-Hurtos,67049.0
2022-Q3,2022,3,AND,9.-Sustracciones de vehÃ­culos,4178.0
2022-Q3,2022,3,AND,10.-TrÃ¡fico de drogas,3548.0
2022-Q3,2022,3,AND,Resto de infracciones penales,183701.0
2022-Q3,2022,3,AND,TOTAL INFRACCIONES PENALES,284436.0
2022-Q2,2022,2,ESP,1.-Homicidios dolosos y asesinatos consumados,158.0
2022-Q2,2022,2,ESP,2.-Homicidios dolosos y asesinatos en grado tentativa,545.0
2022-Q2,2022,2,ESP,3.-Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,12359.0
2022-Q2,2022,2,ESP,4.-Secuestro,39.0
2022-Q2,2022,2,ESP,5.-Delitos contra la libertad e indemnidad sexual,9389.0
2022-Q2,2022,2,ESP,5.1.-AgresiÃ³n sexual con penetraciÃ³n,1211.0
2022-Q2,2022,2,ESP,5.2.-Resto de delitos contra la libertad e indemnidad sexual,8178.0
2022-Q2,2022,2,ESP,6.-Robos con violencia e intimidaciÃ³n,30439.0
2022-Q2,2022,2,ESP,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",57837.0
2022-Q2,2022,2,ESP,7.1.-Robos con fuerza en domicilios,40797.0
2022-Q2,2022,2,ESP,8.-Hurtos,306269.0
2022-Q2,2022,2,ESP,9.-Sustracciones de vehÃ­culos,14852.0
2022-Q2,2022,2,ESP,10.-TrÃ¡fico de drogas,9421.0
2022-Q2,2022,2,ESP,Resto de infracciones penales,685839.0
2022-Q2,2022,2,ESP,TOTAL INFRACCIONES PENALES,1127147.0
2022-Q2,2022,2,AND,1.-Homicidios dolosos y asesinatos consumados,37.0
2022-Q2,2022,2,AND,2.-Homicidios dolosos y asesinatos en grado tentativa,126.0
2022-Q2,2022,2,AND,3.-Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,2251.0
2022-Q2,2022,2,AND,4.-Secuestro,9.0
2022-Q2,2022,2,AND,5.-Delitos contra la libertad e indemnidad sexual,1606.0
2022-Q2,2022,2,AND,5.1.-AgresiÃ³n sexual con penetraciÃ³n,164.0
2022-Q2,2022,2,AND,5.2.-Resto de delitos contra la libertad e indemnidad sexual,1442.0
2022-Q2,2022,2,AND,6.-Robos con violencia e intimidaciÃ³n,3546.0
2022-Q2,2022,2,AND,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",9181.0
2022-Q2,2022,2,AND,7.1.-Robos con fuerza en domicilios,6417.0
2022-Q2,2022,2,AND,8.-Hurtos,42940.0
2022-Q2,2022,2,AND,9.-Sustracciones de vehÃ­culos,2647.0
2022-Q2,2022,2,AND,10.-TrÃ¡fico de drogas,2387.0
2022-Q2,2022,2,AND,Resto de infracciones penales,118450.0
2022-Q2,2022,2,AND,TOTAL INFRACCIONES PENALES,183180.0
2022-Q1,2022,1,ESP,1.-Homicidios dolosos y asesinatos consumados,74.0
2022-Q1,2022,1,ESP,2.-Homicidios dolosos y asesinatos en grado tentativa,244.0
2022-Q1,2022,1,ESP,3.-Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,5364.0
2022-Q1,2022,1,ESP,4.-Secuestro,14.0
2022-Q1,2022,1,ESP,5.-Delitos contra la libertad e indemnidad sexual,4191.0
2022-Q1,2022,1,ESP,5.1.-AgresiÃ³n sexual con penetraciÃ³n,544.0
2022-Q1,2022,1,ESP,5.2.-Resto de delitos contra la libertad e indemnidad sexual,3647.0
2022-Q1,2022,1,ESP,6.-Robos con violencia e intimidaciÃ³n,14892.0
2022-Q1,2022,1,ESP,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",29913.0
2022-Q1,2022,1,ESP,7.1.-Robos con fuerza en domicilios,20933.0
2022-Q1,2022,1,ESP,8.-Hurtos,145399.0
2022-Q1,2022,1,ESP,9.-Sustracciones de vehÃ­culos,7172.0
2022-Q1,2022,1,ESP,10.-TrÃ¡fico de drogas,4482.0
2022-Q1,2022,1,ESP,Resto de infracciones penales,338405.0
2022-Q1,2022,1,ESP,TOTAL INFRACCIONES PENALES,550150.0
2022-Q1,2022,1,AND,1.-Homicidios dolosos y asesinatos consumados,13.0
2022-Q1,2022,1,AND,2.-Homicidios dolosos y asesinatos en grado tentativa,56.0
2022-Q1,2022,1,AND,3.-Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,989.0
2022-Q1,2022,1,AND,4.-Secuestro,4.0
2022-Q1,2022,1,AND,5.-Delitos contra la libertad e indemnidad sexual,751.0
2022-Q1,2022,1,AND,5.1.-AgresiÃ³n sexual con penetraciÃ³n,76.0
2022-Q1,2022,1,AND,5.2.-Resto de delitos contra la libertad e indemnidad sexual,675.0
2022-Q1,2022,1,AND,6.-Robos con violencia e intimidaciÃ³n,1792.0
2022-Q1,2022,1,AND,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",4404.0
2022-Q1,2022,1,AND,7.1.-Robos con fuerza en domicilios,3013.0
2022-Q1,2022,1,AND,8.-Hurtos,20242.0
2022-Q1,2022,1,AND,9.-Sustracciones de vehÃ­culos,1207.0
2022-Q1,2022,1,AND,10.-TrÃ¡fico de drogas,1132.0
2022-Q1,2022,1,AND,Resto de infracciones penales,57818.0
2022-Q1,2022,1,AND,TOTAL INFRACCIONES PENALES,88408.0
2021-Q4,2021,4,ESP,1.-Homicidios dolosos y asesinatos consumados,290.0
2021-Q4,2021,4,ESP,2.-Homicidios dolosos y asesinatos en grado tentativa,1032.0
2021-Q4,2021,4,ESP,3.-Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,20252.0
2021-Q4,2021,4,ESP,4.-Secuestro,97.0
2021-Q4,2021,4,ESP,5.-Delitos contra la libertad e indemnidad sexual,17016.0
2021-Q4,2021,4,ESP,5.1.-AgresiÃ³n sexual con penetraciÃ³n,2143.0
2021-Q4,2021,4,ESP,5.2.-Resto de delitos contra la libertad e indemnidad sexual,14873.0
2021-Q4,2021,4,ESP,6.-Robos con violencia e intimidaciÃ³n,53073.0
2021-Q4,2021,4,ESP,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",105274.0
2021-Q4,2021,4,ESP,7.1.-Robos con fuerza en domicilios,75501.0
2021-Q4,2021,4,ESP,8.-Hurtos,493479.0
2021-Q4,2021,4,ESP,9.-Sustracciones de vehÃ­culos,26417.0
2021-Q4,2021,4,ESP,10.-TrÃ¡fico de drogas,18313.0
2021-Q4,2021,4,ESP,Resto de infracciones penales,1222476.0
2021-Q4,2021,4,ESP,TOTAL INFRACCIONES PENALES,1957719.0
2021-Q4,2021,4,AND,1.-Homicidios dolosos y asesinatos consumados,55.0
2021-Q4,2021,4,AND,2.-Homicidios dolosos y asesinatos en grado tentativa,219.0
2021-Q4,2021,4,AND,3.-Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,3648.0
2021-Q4,2021,4,AND,4.-Secuestro,27.0
2021-Q4,2021,4,AND,5.-Delitos contra la libertad e indemnidad sexual,2690.0
2021-Q4,2021,4,AND,5.1.-AgresiÃ³n sexual con penetraciÃ³n,281.0
2021-Q4,2021,4,AND,5.2.-Resto de delitos contra la libertad e indemnidad sexual,2409.0
2021-Q4,2021,4,AND,6.-Robos con violencia e intimidaciÃ³n,5911.0
2021-Q4,2021,4,AND,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",16381.0
2021-Q4,2021,4,AND,7.1.-Robos con fuerza en domicilios,11457.0
2021-Q4,2021,4,AND,8.-Hurtos,68916.0
2021-Q4,2021,4,AND,9.-Sustracciones de vehÃ­culos,4848.0
2021-Q4,2021,4,AND,10.-TrÃ¡fico de drogas,4816.0
2021-Q4,2021,4,AND,Resto de infracciones penales,207383.0
2021-Q4,2021,4,AND,TOTAL INFRACCIONES PENALES,314894.0
2021-Q3,2021,3,ESP,1.-Homicidios dolosos y asesinatos consumados,206.0
2021-Q3,2021,3,ESP,2.-Homicidios dolosos y asesinatos en grado tentativa,746.0
2021-Q3,2021,3,ESP,3.-Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,14310.0
2021-Q3,2021,3,ESP,4.-Secuestro,73.0
2021-Q3,2021,3,ESP,5.-Delitos contra la libertad e indemnidad sexual,12638.0
2021-Q3,2021,3,ESP,5.1.-AgresiÃ³n sexual con penetraciÃ³n,1601.0
2021-Q3,2021,3,ESP,5.2.-Resto de delitos contra la libertad e indemnidad sexual,11037.0
2021-Q3,2021,3,ESP,6.-Robos con violencia e intimidaciÃ³n,37467.0
2021-Q3,2021,3,ESP,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",75448.0
2021-Q3,2021,3,ESP,7.1.-Robos con fuerza en domicilios,54310.0
2021-Q3,2021,3,ESP,8.-Hurtos,349433.0
2021-Q3,2021,3,ESP,9.-Sustracciones de vehÃ­culos,19167.0
2021-Q3,2021,3,ESP,10.-TrÃ¡fico de drogas,13944.0
2021-Q3,2021,3,ESP,Resto de infracciones penales,897912.0
2021-Q3,2021,3,ESP,TOTAL INFRACCIONES PENALES,1421344.0
2021-Q3,2021,3,AND,1.-Homicidios dolosos y asesinatos consumados,43.0
2021-Q3,2021,3,AND,2.-Homicidios dolosos y asesinatos en grado tentativa,162.0
2021-Q3,2021,3,AND,3.-Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,2601.0
2021-Q3,2021,3,AND,4.-Secuestro,18.0
2021-Q3,2021,3,AND,5.-Delitos contra la libertad e indemnidad sexual,2012.0
2021-Q3,2021,3,AND,5.1.-AgresiÃ³n sexual con penetraciÃ³n,212.0
2021-Q3,2021,3,AND,5.2.-Resto de delitos contra la libertad e indemnidad sexual,1800.0
2021-Q3,2021,3,AND,6.-Robos con violencia e intimidaciÃ³n,4097.0
2021-Q3,2021,3,AND,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",12029.0
2021-Q3,2021,3,AND,7.1.-Robos con fuerza en domicilios,8468.0
2021-Q3,2021,3,AND,8.-Hurtos,49288.0
2021-Q3,2021,3,AND,9.-Sustracciones de vehÃ­culos,3656.0
2021-Q3,2021,3,AND,10.-TrÃ¡fico de drogas,3676.0
2021-Q3,2021,3,AND,Resto de infracciones penales,152989.0
2021-Q3,2021,3,AND,TOTAL INFRACCIONES PENALES,230571.0
2021-Q2,2021,2,ESP,1.-Homicidios dolosos y asesinatos consumados,140.0
2021-Q2,2021,2,ESP,2.-Homicidios dolosos y asesinatos en grado tentativa,467.0
2021-Q2,2021,2,ESP,3.-Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,8332.0
2021-Q2,2021,2,ESP,4.-Secuestro,43.0
2021-Q2,2021,2,ESP,5.-Delitos contra la libertad e indemnidad sexual,7898.0
2021-Q2,2021,2,ESP,5.1.-AgresiÃ³n sexual con penetraciÃ³n,955.0
2021-Q2,2021,2,ESP,5.2.-Resto de delitos contra la libertad e indemnidad sexual,6943.0
2021-Q2,2021,2,ESP,6.-Robos con violencia e intimidaciÃ³n,23005.0
2021-Q2,2021,2,ESP,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",47045.0
2021-Q2,2021,2,ESP,7.1.-Robos con fuerza en domicilios,33293.0
2021-Q2,2021,2,ESP,8.-Hurtos,211868.0
2021-Q2,2021,2,ESP,9.-Sustracciones de vehÃ­culos,12106.0
2021-Q2,2021,2,ESP,10.-TrÃ¡fico de drogas,9051.0
2021-Q2,2021,2,ESP,Resto de infracciones penales,578561.0
2021-Q2,2021,2,ESP,TOTAL INFRACCIONES PENALES,898516.0
2021-Q2,2021,2,AND,1.-Homicidios dolosos y asesinatos consumados,29.0
2021-Q2,2021,2,AND,2.-Homicidios dolosos y asesinatos en grado tentativa,94.0
2021-Q2,2021,2,AND,3.-Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,1535.0
2021-Q2,2021,2,AND,4.-Secuestro,11.0
2021-Q2,2021,2,AND,5.-Delitos contra la libertad e indemnidad sexual,1330.0
2021-Q2,2021,2,AND,5.1.-AgresiÃ³n sexual con penetraciÃ³n,141.0
2021-Q2,2021,2,AND,5.2.-Resto de delitos contra la libertad e indemnidad sexual,1189.0
2021-Q2,2021,2,AND,6.-Robos con violencia e intimidaciÃ³n,2545.0
2021-Q2,2021,2,AND,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",7458.0
2021-Q2,2021,2,AND,7.1.-Robos con fuerza en domicilios,5113.0
2021-Q2,2021,2,AND,8.-Hurtos,29541.0
2021-Q2,2021,2,AND,9.-Sustracciones de vehÃ­culos,2277.0
2021-Q2,2021,2,AND,10.-TrÃ¡fico de drogas,2423.0
2021-Q2,2021,2,AND,Resto de infracciones penales,99445.0
2021-Q2,2021,2,AND,TOTAL INFRACCIONES PENALES,146688.0
2021-Q1,2021,1,ESP,1.-Homicidios dolosos y asesinatos consumados,60.0
2021-Q1,2021,1,ESP,2.-Homicidios dolosos y asesinatos en grado tentativa,190.0
2021-Q1,2021,1,ESP,3.-Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,3404.0
2021-Q1,2021,1,ESP,4.-Secuestro,19.0
2021-Q1,2021,1,ESP,5.-Delitos contra la libertad e indemnidad sexual,3448.0
2021-Q1,2021,1,ESP,5.1.-AgresiÃ³n sexual con penetraciÃ³n,426.0
2021-Q1,2021,1,ESP,5.2.-Resto de delitos contra la libertad e indemnidad sexual,3022.0
2021-Q1,2021,1,ESP,6.-Robos con violencia e intimidaciÃ³n,11073.0
2021-Q1,2021,1,ESP,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",23359.0
2021-Q1,2021,1,ESP,7.1.-Robos con fuerza en domicilios,16465.0
2021-Q1,2021,1,ESP,8.-Hurtos,96112.0
2021-Q1,2021,1,ESP,9.-Sustracciones de vehÃ­culos,5393.0
2021-Q1,2021,1,ESP,10.-TrÃ¡fico de drogas,4276.0
2021-Q1,2021,1,ESP,Resto de infracciones penales,283731.0
2021-Q1,2021,1,ESP,TOTAL INFRACCIONES PENALES,431065.0
2021-Q1,2021,1,AND,1.-Homicidios dolosos y asesinatos consumados,16.0
2021-Q1,2021,1,AND,2.-Homicidios dolosos y asesinatos en grado tentativa,43.0
2021-Q1,2021,1,AND,3.-Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,658.0
2021-Q1,2021,1,AND,4.-Secuestro,2.0
2021-Q1,2021,1,AND,5.-Delitos contra la libertad e indemnidad sexual,581.0
2021-Q1,2021,1,AND,5.1.-AgresiÃ³n sexual con penetraciÃ³n,56.0
2021-Q1,2021,1,AND,5.2.-Resto de delitos contra la libertad e indemnidad sexual,525.0
2021-Q1,2021,1,AND,6.-Robos con violencia e intimidaciÃ³n,1186.0
2021-Q1,2021,1,AND,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",3658.0
2021-Q1,2021,1,AND,7.1.-Robos con fuerza en domicilios,2486.0
2021-Q1,2021,1,AND,8.-Hurtos,13180.0
2021-Q1,2021,1,AND,9.-Sustracciones de vehÃ­culos,984.0
2021-Q1,2021,1,AND,10.-TrÃ¡fico de drogas,1126.0
2021-Q1,2021,1,AND,Resto de infracciones penales,48493.0
2021-Q1,2021,1,AND,TOTAL INFRACCIONES PENALES,69927.0
2020-Q4,2020,4,ESP,1.-Homicidios dolosos y asesinatos consumados,299.0
2020-Q4,2020,4,ESP,2.-Homicidios dolosos y asesinatos en grado tentativa,909.0
2020-Q4,2020,4,ESP,3.-Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,16013.0
2020-Q4,2020,4,ESP,4.-Secuestro,79.0
2020-Q4,2020,4,ESP,5.-Delitos contra la libertad e indemnidad sexual,13240.0
2020-Q4,2020,4,ESP,5.1.-AgresiÃ³n sexual con penetraciÃ³n,1602.0
2020-Q4,2020,4,ESP,5.2.-Resto de delitos contra la libertad e indemnidad sexual,11638.0
2020-Q4,2020,4,ESP,6.-Robos con violencia e intimidaciÃ³n,45472.0
2020-Q4,2020,4,ESP,"7.- Robos con fuerza en domicilios, establecimientos y otras instalaciones",103293.0
2020-Q4,2020,4,ESP,7.1.-Robos con fuerza en domicilios,70481.0
2020-Q4,2020,4,ESP,8.-Hurtos,421248.0
2020-Q4,2020,4,ESP,9.-Sustracciones de vehÃ­culos,26008.0
